duration,packets,bytes,avg_size,std_size,min_size,max_size,bps,pps,syn_ct,ack_ct,fin_ct,dst_port,src_port,has_tls,entropy,label
288.7086106962626,5676.071459614873,6417589.095260529,1235.517054310933,179.36111842654617,53.807901366051645,1266.4406221296713,22197.056874649606,17.10355275848118,2.124843546677627,3852.7890672993335,2.2819459112971963,443,63979,1,7.828914531761813,YouTube
255.0700889256913,5738.317338936826,6211466.71732989,1240.1951377757812,170.42397831318303,51.415123650745485,1470.8513011931743,19399.16583029153,14.342395002803805,2.2842533113048753,4139.241309580911,1.7543638607196925,443,36797,1,7.274755336618769,YouTube
301.2810994572251,5138.621853293064,5183610.742895995,1238.7161466845178,180.23144742123748,52.17092867373503,1656.6118653169597,22793.792198447354,18.13581879361998,1.8827682615040224,3956.857353908618,2.110539815907294,443,55662,1,7.6374476391190935,YouTube
309.89969920043586,5499.792367604246,5412056.376313989,1160.7818187263667,180.93416526728373,64.59650538571775,1427.2182730271652,18247.649977209134,16.937147632543557,1.718787975473335,4962.084445703247,1.9698524800218593,443,38089,1,7.796120512820737,YouTube
308.81099809299764,5632.811352534674,5259286.503693455,1090.5538304708923,172.71363733463227,56.855945953738754,1411.240652883993,18628.094190643373,18.23711279557661,1.9140519960161535,4204.261588077964,2.025617649894949,443,41000,1,7.347205129278061,YouTube
269.8740245156702,4273.454610111791,5862122.665271465,1162.157346543205,187.60929048308228,51.25343680887152,1328.0929729908967,21268.0517164919,18.045074191845405,2.063575984868607,5075.506185993021,2.0906462153011667,443,53275,1,7.772327569406697,YouTube
311.0968314144802,4746.347037278973,5214405.030514843,1131.9536358176383,189.51099932160483,64.13291121008514,1520.2501724535832,22323.276455457955,16.46163032730651,1.771756547562981,4787.880462751043,2.156471029170138,443,57561,1,7.301988689811717,YouTube
278.04614904851917,4310.650384307647,6379193.201434417,1059.9206954922593,196.3601901119462,54.630945642037126,1633.3444549050012,19852.22133909267,16.915112348442392,2.117309651855676,4013.097463447932,2.06265042756669,443,2702,1,7.691663353907287,YouTube
275.591834894246,4365.46986474319,5621552.6152447825,1078.0396634114416,225.78185914055436,65.5461668321595,1518.4308453515655,22228.763541126307,18.112286942957592,1.8119420353316213,5029.954647961469,2.0236053451493903,443,27129,1,7.216565966025505,YouTube
287.0668054269277,5610.242662318631,5589838.048892343,1253.1684433948906,170.03122261971896,57.34623941401504,1374.4941910732166,17987.93511885765,16.769765308489703,1.9908979828153899,4759.788644401865,1.8616474002791128,443,1687,1,7.83218227793439,YouTube
284.088263881868,5028.185932615049,6365434.126011319,1150.9066568565459,228.30692496325761,68.324051308958,1351.2806455715095,19983.49103535431,15.608373982887514,1.8709042966264804,3874.797378928619,2.065738600387938,443,38529,1,7.433277759988673,YouTube
257.97456596104934,4767.606872040024,6241832.420462455,1265.053962559716,201.85607499902818,59.06009696231565,1483.1671730132416,20556.18034327636,14.512649565136924,1.9217926736368427,4151.915916674525,2.1818838538279373,443,41796,1,7.599229372945185,YouTube
312.0176739684805,5053.662026112138,5262521.586097935,1320.7088984121253,189.24680389830414,54.357333187197376,1258.8595120009866,20545.35765912945,17.48427052197457,1.7099526973567136,4516.3256287040285,1.8358974651187627,443,3935,1,7.197132413318565,YouTube
339.6470938040643,4846.358031631283,6031952.4309494635,1321.575638126638,210.54140702235685,64.23389014633389,1332.5733698831186,20248.687842965395,17.57500630873851,1.8371300130783796,4061.1891515795137,2.289301005997661,443,17395,1,7.522237933767005,YouTube
276.76670618104066,4389.654151708849,6714988.364315988,1344.150500578799,207.98608743639608,57.10253623887661,1393.9537936803454,21355.734073221436,18.577609094563837,2.2322518545590704,4877.831986907791,2.0852189876925724,443,13898,1,7.826726245665711,YouTube
325.6806586002549,5253.482382071343,6145235.918585618,1154.0217959622275,226.4080065474667,68.52594906159571,1365.35738693501,18832.18316206636,16.52835649285941,1.9690544857917482,5167.517574524608,1.8055551516064072,443,39491,1,7.3029368156225996,YouTube
284.2859728343341,5369.737107677036,6269339.218284987,1325.720427777904,209.45677353802063,61.229554860038476,1282.0295483087045,19206.2948183566,15.430707791054994,1.8463937860274502,5138.564248915801,1.9358586348000562,443,11701,1,7.804574090788916,YouTube
294.09549289593855,4775.117611542014,6261186.051655016,1260.8126614787159,221.8500539043142,55.14333482834799,1459.6467003895214,20432.025195255097,17.93739899124542,1.7261622630526603,5167.64318957641,1.9819667083945656,443,18477,1,7.811148292665337,YouTube
288.31428302298997,4273.184924793301,6770973.412657905,1174.1462933942332,227.99928914262014,68.34515958760655,1614.6181414947037,18766.693352417515,16.02778668843759,2.210682002910114,4252.844706960975,1.8016956480116555,443,35608,1,7.421018600107104,YouTube
330.979182665368,5645.025252216247,5226749.035529179,1095.2107383415296,210.26861100944302,57.45564206333095,1352.3236782925455,18771.74353051363,15.716302805908231,2.2092018769548045,4009.4387974467386,2.125346598146071,443,40998,1,7.34519388319837,YouTube
327.8425039930662,5465.17009201877,6660730.173444185,1348.7665989203294,200.68054393165627,60.02729330436958,1590.6532883874474,20899.783584666588,17.60579504874336,2.1774756016616603,5026.507211453714,1.9027970941109213,443,14427,1,7.559148671630668,YouTube
